Train_No,Confirmed,Waiting
9404,Yes,Yes
9405,Yes,Yes
9406,No,Yes
9407,Yes,Yes
9408,Yes,No
9409,Yes,Yes
9410,No,No
9411,Yes,No
9412,No,Yes
9413,Yes,Yes
9414,No,No
9415,No,No
9416,Yes,Yes
9417,Yes,Yes
9418,No,Yes
9419,Yes,No
9420,Yes,Yes
9421,No,No
9422,No,No
9423,Yes,No
9424,No,No
9425,Yes,No
9426,Yes,Yes
9427,Yes,No
9428,No,Yes
9429,No,Yes
9430,Yes,No
9431,No,Yes
9432,No,Yes
9433,Yes,No
9434,No,No
9435,No,No
9436,Yes,Yes
9437,Yes,No
9438,No,No
9439,Yes,No
9440,Yes,No
9441,No,No
9442,No,No
9443,Yes,No
9444,Yes,Yes
9445,Yes,No
9446,Yes,No
9447,No,No
9448,No,No
9449,No,No
9450,Yes,No
9451,No,Yes
9452,Yes,No
9453,No,Yes
9454,Yes,No
9455,No,Yes
9456,Yes,No
9457,No,Yes
9458,Yes,No
9459,Yes,No
9460,Yes,Yes
9461,No,Yes
9462,Yes,No
9463,Yes,Yes
9464,Yes,Yes
9465,Yes,No
9466,No,No
9467,Yes,No
9468,No,Yes
9469,Yes,No
9470,No,No
9471,No,No
9472,No,No
9473,Yes,No
9474,No,No
9475,Yes,Yes
9476,Yes,Yes
9477,No,No
9478,Yes,No
9479,No,No
9480,No,Yes
9481,No,Yes
9482,Yes,No
9483,Yes,No
9484,Yes,No
9485,No,No
9486,Yes,No
9487,No,No
9488,No,No
9489,No,No
9490,Yes,Yes
9491,Yes,No
9492,Yes,Yes
9493,Yes,No
9494,No,No
9495,No,Yes
9496,Yes,No
9497,No,No
9498,No,No
9499,No,Yes
9500,No,Yes
9501,No,No
9502,No,No
9503,Yes,Yes
9504,No,No
9505,No,Yes
9506,No,Yes
9507,No,No
9508,Yes,Yes
9509,No,No
9510,Yes,No
9511,No,No
9512,No,No
9513,Yes,No
9514,No,No
9515,Yes,No
9516,Yes,No
9517,No,Yes
9518,No,No
9519,No,Yes
9520,Yes,Yes
9521,Yes,No
9522,No,Yes
9523,Yes,Yes
9524,No,No
9525,No,Yes
9526,Yes,No
9527,No,No
9528,Yes,Yes
9529,Yes,Yes
9530,Yes,No
9531,Yes,Yes
9532,No,Yes
9533,No,Yes
9534,Yes,No
9535,Yes,Yes
9536,No,Yes
9537,No,No
9538,Yes,No
9539,Yes,No
9540,Yes,Yes
9541,No,Yes
9542,No,No
9543,No,Yes
9544,No,Yes
9545,Yes,No
9546,No,No
9547,Yes,No
9548,No,No
9549,Yes,Yes
9550,No,Yes
9551,No,Yes
9552,Yes,Yes
9553,Yes,Yes
9554,Yes,No
9555,Yes,Yes
9556,Yes,No
9557,Yes,Yes
9558,No,No
9559,Yes,Yes
9560,No,No
9561,No,Yes
9562,Yes,Yes
9563,No,Yes
9564,No,No
9565,No,Yes
9566,No,Yes
9567,No,No
9568,No,No
9569,No,No
9570,Yes,No
9571,No,Yes
9572,Yes,No
9573,No,Yes
9574,Yes,No
9575,Yes,No
9576,Yes,Yes
9577,No,Yes
9578,Yes,No
9579,Yes,No
9580,No,Yes
9581,No,No
9582,No,No
9583,No,Yes
9584,Yes,No
9585,Yes,No
9586,No,Yes
9587,Yes,No
9588,Yes,Yes
9589,Yes,Yes
9590,No,Yes
9591,Yes,No
9592,No,Yes
9593,Yes,Yes
9594,Yes,Yes
9595,Yes,Yes
9596,Yes,Yes
9597,Yes,No
9598,No,No
9599,No,No
9600,Yes,No
9601,No,No
9602,No,No
9603,Yes,Yes
9604,No,Yes
9605,Yes,No
9606,No,Yes
9607,No,No
9608,Yes,No
9609,Yes,No
9610,No,Yes
9611,Yes,No
9612,Yes,Yes
9613,No,Yes
9614,Yes,No
9615,No,Yes
9616,Yes,Yes
9617,Yes,Yes
9618,Yes,Yes
9619,Yes,No
9620,No,No
9621,No,Yes
9622,No,Yes
9623,Yes,No
9624,No,No
9625,Yes,No
9626,Yes,No
9627,No,No
9628,Yes,No
9629,No,No
9630,No,No
9631,Yes,Yes
9632,No,Yes
9633,Yes,Yes
9634,No,No
9635,No,Yes
9636,Yes,No
9637,Yes,No
9638,No,Yes
9639,Yes,Yes
9640,No,Yes
9641,No,Yes
9642,Yes,Yes
9643,No,No
9644,Yes,No
9645,Yes,No
9646,Yes,No
9647,No,Yes
9648,Yes,No
9649,Yes,Yes
9650,Yes,No
9651,No,No
9652,Yes,No
9653,Yes,Yes
9654,No,No
9655,No,No
9656,No,No
9657,No,Yes
9658,No,Yes
9659,Yes,Yes
9660,Yes,Yes
9661,Yes,Yes
9662,Yes,No
9663,Yes,Yes
9664,Yes,No
9665,No,Yes
9666,No,No
9667,Yes,Yes
9668,Yes,Yes
9669,No,Yes
9670,No,No
9671,No,Yes
9672,No,Yes
9673,No,Yes
9674,Yes,Yes
9675,No,Yes
9676,No,No
9677,No,Yes
9678,No,No
9679,Yes,No
9680,No,No
9681,No,No
9682,No,Yes
9683,Yes,Yes
9684,Yes,Yes
9685,Yes,Yes
9686,Yes,No
9687,Yes,Yes
9688,Yes,No
9689,Yes,Yes
9690,No,Yes
9691,Yes,No
9692,Yes,No
9693,Yes,Yes
9694,Yes,Yes
9695,No,No
9696,Yes,Yes
9697,Yes,Yes
9698,No,Yes
9699,No,Yes
9700,No,Yes
9701,Yes,No
9702,Yes,Yes
9703,No,Yes
9704,Yes,No
9705,Yes,Yes
9706,No,Yes
9707,Yes,No
9708,Yes,Yes
9709,Yes,Yes
9710,Yes,Yes
9711,Yes,Yes
9712,Yes,Yes
9713,No,Yes
9714,No,Yes
9715,Yes,No
9716,Yes,No
9717,No,No
9718,Yes,No
9719,No,Yes
9720,No,Yes
9721,No,No
9722,Yes,Yes
9723,Yes,No
9724,Yes,No
9725,Yes,Yes
9726,No,Yes
9727,No,Yes
9728,Yes,Yes
9729,No,No
9730,No,No
9731,Yes,No
9732,No,Yes
9733,No,No
9734,Yes,No
9735,No,Yes
9736,No,Yes
9737,Yes,No
9738,Yes,No
9739,No,No
9740,No,Yes
9741,No,Yes
9742,No,No
9743,No,No
9744,Yes,No
9745,Yes,No
9746,No,Yes
9747,Yes,No
9748,No,Yes
9749,Yes,Yes
9750,Yes,Yes
9751,No,No
9752,No,No
9753,No,Yes
9754,No,Yes
9755,No,Yes
9756,No,Yes
9757,Yes,No
9758,Yes,Yes
9759,No,No
9760,No,Yes
9761,Yes,No
9762,No,No
9763,Yes,Yes
9764,Yes,Yes
9765,Yes,No
9766,Yes,No
9767,No,No
9768,Yes,No
9769,No,No
9770,No,No
9771,No,No
9772,No,No
9773,No,No
9774,No,No
9775,No,Yes
9776,Yes,Yes
9777,No,No
9778,Yes,No
9779,Yes,No
9780,Yes,No
9781,Yes,No
9782,Yes,No
9783,No,No
9784,Yes,No
9785,No,No
9786,Yes,No
9787,No,No
9788,Yes,Yes
9789,No,Yes
9790,Yes,Yes
9791,Yes,No
9792,No,Yes
9793,Yes,Yes
9794,No,Yes
9795,No,Yes
9796,No,Yes
9797,Yes,No
9798,Yes,No
9799,Yes,Yes
9800,No,No
9801,Yes,Yes
9802,No,Yes
9803,No,No
9804,No,Yes
9805,No,Yes
9806,Yes,Yes
9807,Yes,Yes
9808,Yes,No
9809,No,Yes
9810,Yes,Yes
9811,No,No
9812,No,No
9813,Yes,Yes
9814,Yes,No
9815,No,Yes
9816,No,Yes
9817,Yes,Yes
9818,Yes,No
9819,Yes,No
9820,No,No
9821,Yes,Yes
9822,No,Yes
9823,No,Yes
9824,No,Yes
9825,No,Yes
9826,No,Yes
9827,No,No
9828,Yes,Yes
9829,Yes,Yes
9830,Yes,Yes
9831,No,Yes
9832,No,Yes
9833,Yes,No
9834,No,Yes
9835,No,Yes
9836,Yes,Yes
9837,No,No
9838,No,No
9839,Yes,Yes
9840,Yes,Yes
9841,No,Yes
9842,No,No
9843,No,No
9844,Yes,No
9845,No,No
9846,No,No
9847,Yes,Yes
9848,No,Yes
9849,No,Yes
9850,Yes,Yes
9851,No,Yes
9852,No,No
9853,Yes,Yes
9854,No,Yes
9855,Yes,No
9856,No,No
9857,Yes,No
9858,No,Yes
9859,No,Yes
9860,Yes,Yes
9861,No,No
9862,No,Yes
9863,No,Yes
9864,No,Yes
9865,Yes,No
9866,Yes,Yes
9867,No,Yes
9868,No,No
9869,No,No
9870,No,Yes
9871,No,Yes
9872,Yes,No
9873,Yes,Yes
9874,Yes,Yes
9875,Yes,No
9876,No,No
9877,Yes,Yes
9878,Yes,No
9879,No,Yes
9880,Yes,No
9881,Yes,Yes
9882,Yes,Yes
9883,Yes,Yes
9884,No,No
9885,Yes,Yes
9886,No,No
9887,No,Yes
9888,No,No
9889,No,Yes
9890,Yes,No
9891,No,Yes
9892,No,Yes
9893,Yes,No
9894,Yes,Yes
9895,Yes,No
9896,No,Yes
9897,Yes,Yes
9898,No,Yes
9899,Yes,Yes
9900,Yes,No
9901,No,No
9902,Yes,Yes
9903,Yes,No
9904,Yes,Yes
9905,No,No
9906,Yes,Yes
9907,Yes,No
9908,No,Yes
9909,Yes,Yes
9910,No,Yes
9911,No,Yes
9912,Yes,No
9913,Yes,No
9914,Yes,Yes
9915,No,Yes
9916,Yes,Yes
9917,No,No
9918,Yes,No
9919,Yes,No
9920,No,Yes
9921,No,No
9922,Yes,No
9923,Yes,Yes
9924,Yes,Yes
9925,No,Yes
9926,Yes,Yes
9927,Yes,No
9928,No,No
9929,No,Yes
9930,Yes,Yes
9931,No,Yes
9932,No,No
9933,No,Yes
9934,No,No
9935,No,No
9936,Yes,No
9937,Yes,No
9938,Yes,No
9939,Yes,Yes
9940,Yes,No
9941,No,No
9942,No,Yes
9943,Yes,Yes
9944,Yes,Yes
9945,No,Yes
9946,No,No
9947,No,Yes
9948,No,Yes
9949,Yes,Yes
9950,No,Yes
9951,Yes,No
9952,No,No
9953,Yes,No
9954,Yes,Yes
9955,Yes,No
9956,No,Yes
9957,Yes,No
9958,Yes,No
9959,No,No
9960,No,Yes
9961,Yes,Yes
9962,No,Yes
9963,Yes,Yes
9964,Yes,No
9965,No,No
9966,No,No
9967,Yes,Yes
9968,Yes,Yes
9969,No,No
9970,Yes,Yes
9971,Yes,No
9972,No,No
9973,Yes,Yes
9974,Yes,Yes
9975,No,No
9976,Yes,No
9977,No,Yes
9978,Yes,No
9979,Yes,Yes
9980,No,No
9981,Yes,No
9982,No,No
9983,No,Yes
9984,Yes,No
9985,No,Yes
9986,No,No
9987,No,Yes
9988,No,Yes
9989,No,Yes
9990,Yes,Yes
9991,No,Yes
9992,Yes,No
9993,Yes,No
9994,No,Yes
9995,No,Yes
9996,Yes,No
9997,Yes,Yes
9998,No,Yes
9999,Yes,No
10000,Yes,No
